"Species","Lifespan","Mean lifespan
(±SD)","Median lifespan","Source","Original source","Original source text","Class","Number of species represented in class","Order","Number of species represented in order","Family","Number of species represented in family","Genus","Number of species represented in genus","Number of reported lifespans for species"
"Labeo rohita",10,"10 ± 0",10,"FishBase","FishBase ref no.: 51629","Meunier, F.J., R. Rojas-Beltran, T. Boujard and F. Lecomte , 1994 Seasonal growth rhythms in some teleosts of French Guiana. Rev. Hydrobiol. Trop. 27(4):423-440.","Actinopteri",425,"Cypriniformes",32,"Cyprinidae",10,"Labeo",1,3
"Labeo rohita",10,"10 ± 0",10,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Cypriniformes",32,"Cyprinidae",10,"Labeo",1,3
"Oxygymnocypris stewartii",25,"21 ± 5.66",21,"FishBase","FishBase ref no.: 116056","Huo, B., C.-X. Xie, B.-A. Ma, X.-F. Yang and H.-P. Huang , 2012 Age and growth of Oxygymnocypris stewartii (Cyprinidae: Schizothoracinae) in the Yarlung Tsangpo River, Tibet, China. Zoological Studies 51(2):185-194.","Actinopteri",425,"Cypriniformes",32,"Cyprinidae",10,"Oxygymnocypris",1,2
"Oxygymnocypris stewartii",17,"21 ± 5.66",21,"FishBase","FishBase ref no.: 116056","Huo, B., C.-X. Xie, B.-A. Ma, X.-F. Yang and H.-P. Huang , 2012 Age and growth of Oxygymnocypris stewartii (Cyprinidae: Schizothoracinae) in the Yarlung Tsangpo River, Tibet, China. Zoological Studies 51(2):185-194.","Actinopteri",425,"Cypriniformes",32,"Cyprinidae",10,"Oxygymnocypris",1,2
"Puntigrus tetrazona",5,"6 ± 1.41",6,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Cyprinidae",10,"Puntigrus",1,2
"Puntigrus tetrazona",7,"6 ± 1.41",6,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Cyprinidae",10,"Puntigrus",1,2
"Danio aesculapii",3,"5.5 ± 3.54",5.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,2
"Danio aesculapii",8,"5.5 ± 3.54",5.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,2
"Danio albolineatus",2,"3.5 ± 2.12",3.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,2
"Danio albolineatus",5,"3.5 ± 2.12",3.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,2
"Danio kyathit",5,"6.5 ± 2.12",6.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,2
"Danio kyathit",8,"6.5 ± 2.12",6.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,2
"Danio rerio",5,"5.47 ± 0.8",5.25,"FishBase","FishBase ref no.: 47810","Valdesalici, S. and A. Cellerino , 2003 Extremely short lifespan in the annual fish Nothobranchius furzeri. Proc. R. Soc. Lond., Ser. B: Biol. Sci. (Suppl.).","Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,6
"Danio rerio",4.80000019073486,"5.47 ± 0.8",5.25,"FishBase","FishBase ref no.: 58923","Gerhard, G.S., E.J. Kauffman, X. Wang, R. Stewart, J.L. Moore, C.J. Kasales, E. Demidenko and K.C. Cheng , 2002 Life spans and senescent phenotypes of zebrafish (Danio rerio). Exp. Gerontol. 37:1055-1068.","Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,6
"Danio rerio",5.5,"5.47 ± 0.8",5.25,"FishBase","FishBase ref no.: 58923","Gerhard, G.S., E.J. Kauffman, X. Wang, R. Stewart, J.L. Moore, C.J. Kasales, E. Demidenko and K.C. Cheng , 2002 Life spans and senescent phenotypes of zebrafish (Danio rerio). Exp. Gerontol. 37:1055-1068.","Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,6
"Danio rerio",5.5,"5.47 ± 0.8",5.25,"AnAge","AnAge ref no.: 3","Gerhard et al. (2002) Life spans and senescent phenotypes in two strains of Zebrafish (Danio rerio)","Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,6
"Danio rerio",5,"5.47 ± 0.8",5.25,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,6
"Danio rerio",7,"5.47 ± 0.8",5.25,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,6
"Danio tinwini",2,"3.5 ± 2.12",3.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,2
"Danio tinwini",5,"3.5 ± 2.12",3.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Danionidae",5,"Danio",5,2
"Beaufortia kweichowensis",3,"4.5 ± 2.12",4.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Gastromyzontidae",1,"Beaufortia",1,2
"Beaufortia kweichowensis",6,"4.5 ± 2.12",4.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Gastromyzontidae",1,"Beaufortia",1,2
"Gobio gobio",8,"7 ± 1.73",8,"FishBase","FishBase ref no.: 6258","Maitland, P.S. and R.N. Campbell , 1992 Freshwater fishes of the British Isles. HarperCollins Publishers, London.368 p.","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Gobio",1,3
"Gobio gobio",5,"7 ± 1.73",8,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Gobio",1,3
"Gobio gobio",8,"7 ± 1.73",8,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Gobio",1,3
"Pseudorasbora parva",5,"4.67 ± 1.86",4.5,"FishBase","FishBase ref no.: 56557","Novikov, N.P., A.S. Sokolovsky, T.G. Sokolovskaya and Y.M. Yakovlev , 2002 The fishes of Primorye. Vladivostok, Far Eastern State Tech. Fish. Univ., 552 p.","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Pseudorasbora",1,6
"Pseudorasbora parva",5,"4.67 ± 1.86",4.5,"FishBase","FishBase ref no.: 56557","Novikov, N.P., A.S. Sokolovsky, T.G. Sokolovskaya and Y.M. Yakovlev , 2002 The fishes of Primorye. Vladivostok, Far Eastern State Tech. Fish. Univ., 552 p.","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Pseudorasbora",1,6
"Pseudorasbora parva",3,"4.67 ± 1.86",4.5,"FishBase","FishBase ref no.: 58482","Kleanthidis, P.K. and K.I. Stergiou , 2006 Growth parameters and length-length relationships of Greek freshwater fishes. p. 69-77. In M.L.D. Palomares, K.I. Stergiou and D. Pauly (eds.) Fishes in databases and ecosystems. Fisheries Centre Research Reports 14(4). Fisheries Centre, University of British Columbia.","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Pseudorasbora",1,6
"Pseudorasbora parva",3,"4.67 ± 1.86",4.5,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Pseudorasbora",1,6
"Pseudorasbora parva",4,"4.67 ± 1.86",4.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Pseudorasbora",1,6
"Pseudorasbora parva",8,"4.67 ± 1.86",4.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Pseudorasbora",1,6
"Romanogobio albipinnatus",5,"5 ± 0",5,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Romanogobio",1,2
"Romanogobio albipinnatus",5,"5 ± 0",5,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Cypriniformes",32,"Gobionidae",3,"Romanogobio",1,2
"Abramis brama",23,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",17,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 72462","Altman, P.L. and D.S. Dittmer , 1962 Growth, including reproduction and morphological development. Federation of American Societies for Experimental Biology.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",13,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 5737","Dauba, F. and P. Biró , 1992 Growth of bream, Abramis brama L., in two outside basins of different trophic state of Lake Balaton. Int. Rev. Gesamt. Hyrdobiol. 77(2):225-235.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",11,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 5737","Dauba, F. and P. Biró , 1992 Growth of bream, Abramis brama L., in two outside basins of different trophic state of Lake Balaton. Int. Rev. Gesamt. Hyrdobiol. 77(2):225-235.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",14,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 58482","Kleanthidis, P.K. and K.I. Stergiou , 2006 Growth parameters and length-length relationships of Greek freshwater fishes. p. 69-77. In M.L.D. Palomares, K.I. Stergiou and D. Pauly (eds.) Fishes in databases and ecosystems. Fisheries Centre Research Reports 14(4). Fisheries Centre, University of British Columbia.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",14,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 58482","Kleanthidis, P.K. and K.I. Stergiou , 2006 Growth parameters and length-length relationships of Greek freshwater fishes. p. 69-77. In M.L.D. Palomares, K.I. Stergiou and D. Pauly (eds.) Fishes in databases and ecosystems. Fisheries Centre Research Reports 14(4). Fisheries Centre, University of British Columbia.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",20,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",16,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 85475","Treer, T., A. Opačak, I. Aničić, R. Safner, N. Piria and T. Odak , 2003 Growth of the bream, Abramis brama, in the Croatian section of the Danube. Czech J. Anim. Sci. 48(6):251-256.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",15,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 97119","Valeiras, X., J.M. de la Serna, D. Macías, M. Ruiz, S. García-Barcelona, M.J. Gómez and J.M. Ortíz de Urbina , 2008 Age and growth of swordfish (Xiphias gladius) in the western Mediterranean Sea. Collect. Vol. Sci. Pap. ICCAT 62(4):1112-1121.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",11,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 97119","Valeiras, X., J.M. de la Serna, D. Macías, M. Ruiz, S. García-Barcelona, M.J. Gómez and J.M. Ortíz de Urbina , 2008 Age and growth of swordfish (Xiphias gladius) in the western Mediterranean Sea. Collect. Vol. Sci. Pap. ICCAT 62(4):1112-1121.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",13,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 97119","Valeiras, X., J.M. de la Serna, D. Macías, M. Ruiz, S. García-Barcelona, M.J. Gómez and J.M. Ortíz de Urbina , 2008 Age and growth of swordfish (Xiphias gladius) in the western Mediterranean Sea. Collect. Vol. Sci. Pap. ICCAT 62(4):1112-1121.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",13,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 97119","Valeiras, X., J.M. de la Serna, D. Macías, M. Ruiz, S. García-Barcelona, M.J. Gómez and J.M. Ortíz de Urbina , 2008 Age and growth of swordfish (Xiphias gladius) in the western Mediterranean Sea. Collect. Vol. Sci. Pap. ICCAT 62(4):1112-1121.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",10,"14.95 ± 5.49",14,"FishBase","FishBase ref no.: 97119","Valeiras, X., J.M. de la Serna, D. Macías, M. Ruiz, S. García-Barcelona, M.J. Gómez and J.M. Ortíz de Urbina , 2008 Age and growth of swordfish (Xiphias gladius) in the western Mediterranean Sea. Collect. Vol. Sci. Pap. ICCAT 62(4):1112-1121.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",23,"14.95 ± 5.49",14,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",1,"14.95 ± 5.49",14,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",20,"14.95 ± 5.49",14,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",17,"14.95 ± 5.49",14,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [71]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",10,"14.95 ± 5.49",14,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3] [178]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Abramis brama",23,"14.95 ± 5.49",14,"Max Plank Institute for Demographic Research","MPIDR ref no.: [28]","Beverton, R.J.H. and S.J. Holt, 1959.  A review of the lifespans & mortality rates of fish in nature and their relationship to growth and other physiological characteristics. Ciba Foundation Colloquia on Ageing, Vol. 5:  142-180.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Abramis",1,19
"Leucaspius delineatus",2,"2 ± 0",2,"FishBase","FishBase ref no.: 556","Muus, B.J. and P. Dahlström , 1968 Süßwasserfische. BLV Verlagsgesellschaft, München. 224 p.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Leucaspius",1,2
"Leucaspius delineatus",2,"2 ± 0",2,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Leucaspius",1,2
"Leuciscus idus",18,"22.82 ± 7.74",23.8999996185303,"FishBase","FishBase ref no.: 41616","Wüstemann, O. and B. Kammerad , 1995 Der Hasel, Leuciscus leuciscus. Westarp Wissenschaften, Magdeburg, Germany, 195 p.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Leuciscus",1,6
"Leuciscus idus",29.7999992370605,"22.82 ± 7.74",23.8999996185303,"FishBase","FishBase ref no.: 72465","Flower, M.S.S. , 1925 Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proc. of the Zool. Soc. of London 1925(1):247-267.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Leuciscus",1,6
"Leuciscus idus",14.5,"22.82 ± 7.74",23.8999996185303,"FishBase","FishBase ref no.: 56502","Podlesnyi, A.V. , 1958 Fishes of Enisey, their environments and use. P. 97-178 in Pravdin, I.F. and P.L. Pirozhnikov (Eds.). Commercial fishes of Ob and Enisey and their use. Izv. VNIORH 44. Moscow, Pishchepromizdat.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Leuciscus",1,6
"Leuciscus idus",15,"22.82 ± 7.74",23.8999996185303,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Leuciscus",1,6
"Leuciscus idus",29.8,"22.82 ± 7.74",23.8999996185303,"AnAge","AnAge ref no.: 583","Flower (1925) Contributions to our knowledge of the duration of life in vertebrate animals. I. Fishes","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Leuciscus",1,6
"Leuciscus idus",29.8,"22.82 ± 7.74",23.8999996185303,"Max Plank Institute for Demographic Research","MPIDR ref no.: [70]","Flower, M.S.S., 1925. Contributions to our knowledge of the duration of life in vertebrate animals - I. Fishes. Proceedings of the Zoological Society of London 1925(1): 247-267.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Leuciscus",1,6
"Pimephales promelas",5,"3 ± 1.53",3,"FishBase","FishBase ref no.: 58435","Danylchuk, A.J. and W.M. Tonn , 2006 Natural disturbance and life history: consequences of winterkill on fathead minnow on boreal lakes. J. Fish Biol. 68(3):681-694.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Pimephales",1,7
"Pimephales promelas",3,"3 ± 1.53",3,"FishBase","FishBase ref no.: 58435","Danylchuk, A.J. and W.M. Tonn , 2006 Natural disturbance and life history: consequences of winterkill on fathead minnow on boreal lakes. J. Fish Biol. 68(3):681-694.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Pimephales",1,7
"Pimephales promelas",5,"3 ± 1.53",3,"FishBase","FishBase ref no.: 58435","Danylchuk, A.J. and W.M. Tonn , 2006 Natural disturbance and life history: consequences of winterkill on fathead minnow on boreal lakes. J. Fish Biol. 68(3):681-694.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Pimephales",1,7
"Pimephales promelas",2,"3 ± 1.53",3,"AnAge","AnAge ref no.: 1","Carey and Judge (2000) Longevity Records: Life Spans of Mammals, Birds, Amphibians, Reptiles, and Fish","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Pimephales",1,7
"Pimephales promelas",1,"3 ± 1.53",3,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Pimephales",1,7
"Pimephales promelas",3,"3 ± 1.53",3,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Pimephales",1,7
"Pimephales promelas",2,"3 ± 1.53",3,"Max Plank Institute for Demographic Research","MPIDR ref no.: [177]","Scott, W.B. and E.J. Crossman, 1973. Freshwater Fishes of Canada. Fisheries Research Board Canada Bulletin  84: 966.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Pimephales",1,7
"Rutilus rutilus",14,"12.19 ± 2.2",12.75,"FishBase","FishBase ref no.: 41616","Wüstemann, O. and B. Kammerad , 1995 Der Hasel, Leuciscus leuciscus. Westarp Wissenschaften, Magdeburg, Germany, 195 p.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Rutilus",1,8
"Rutilus rutilus",13.5,"12.19 ± 2.2",12.75,"FishBase","FishBase ref no.: 56502","Podlesnyi, A.V. , 1958 Fishes of Enisey, their environments and use. P. 97-178 in Pravdin, I.F. and P.L. Pirozhnikov (Eds.). Commercial fishes of Ob and Enisey and their use. Izv. VNIORH 44. Moscow, Pishchepromizdat.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Rutilus",1,8
"Rutilus rutilus",12,"12.19 ± 2.2",12.75,"FishBase","FishBase ref no.: 58482","Kleanthidis, P.K. and K.I. Stergiou , 2006 Growth parameters and length-length relationships of Greek freshwater fishes. p. 69-77. In M.L.D. Palomares, K.I. Stergiou and D. Pauly (eds.) Fishes in databases and ecosystems. Fisheries Centre Research Reports 14(4). Fisheries Centre, University of British Columbia.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Rutilus",1,8
"Rutilus rutilus",10,"12.19 ± 2.2",12.75,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Cypriniformes",32,"Leuciscidae",9,"Rutilus",1,8
